ensg	credDC	credDC.maxCADD	credDC.maxPIP	credDC.minP	credDC.loci	cred_eQTL	cred_eQTL.ts	cred_eQTL.maxPIP	cred_eQTL.minP	cred_eQTL.loci	gwsDC	gwsDC.maxCADD	gwsDC.minP	gwsDC.loci	gws_eQTL	gws_eQTL.ts	gws_eQTL.minP	gws_eQTL.loci
ENSG00000109919	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	25.4	7.086e-15	368	292	PsychENCODE_eQTLs:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Hippocampus:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Nerve_Tibial	3.54e-16	368
ENSG00000165923	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	14.22	1.907e-10	368	NA	NA	NA	NA
ENSG00000030066	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	6.611	7.629e-10	368	NA	NA	NA	NA
ENSG00000149131	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	23.5	1.134e-11	370	NA	NA	NA	NA
ENSG00000077498	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	34	1.303e-09	376	NA	NA	NA	NA
ENSG00000166118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	29	1.679e-08	383	NA	NA	NA	NA
ENSG00000174527	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	2.394e-08	404	NA	NA	NA	NA
ENSG00000110906	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	3.989	5.023e-11	404	NA	NA	NA	NA
ENSG00000151148	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	22.7	2.779e-11	404	NA	NA	NA	NA
ENSG00000139428	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.527	3.58e-11	404	295	GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Colon_Transverse	2.411e-13	404
ENSG00000187676	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	22.4	2.008e-09	411	150	eQTLGen_cis_eQTLs:GTEx/v8/Artery_Coronary:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Colon_Transverse:GTEx/v8/Esophagus_Gastroesophageal_Junction:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Thyroid	2.754e-10	411
ENSG00000137872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.004	3.456e-08	454	NA	NA	NA	NA
ENSG00000166938	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2.049	1.152e-11	458	NA	NA	NA	NA
ENSG00000075131	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	6.309	8.94e-12	458	199	PsychENCODE_eQTLs:GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Adrenal_Gland:GTEx/v8/Artery_Coronary:GTEx/v8/Artery_Tibial:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Brain_Spinal_cord_cervical_c-1:GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Colon_Sigmoid:GTEx/v8/Colon_Transverse:GTEx/v8/Esophagus_Gastroesophageal_Junction:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Lung:GTEx/v8/Muscle_Skeletal:GTEx/v8/Nerve_Tibial:GTEx/v8/Ovary:GTEx/v8/Pancreas:GTEx/v8/Pituitary:GTEx/v8/Prostate:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Stomach:GTEx/v8/Testis:GTEx/v8/Thyroid	1.465e-12	458
ENSG00000140464	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	4.149e-13	460	NA	NA	NA	NA
ENSG00000007541	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0.08	8.032e-09	469	76	GTEx/v8/Colon_Transverse	7.649e-18	469
ENSG00000161996	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	23.6	1.28e-17	469	44	GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Testis	7.649e-18	469
ENSG00000140983	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	23.8	2.724e-17	469	137	GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Tibial:GTEx/v8/Brain_Cerebellum:GTEx/v8/Ovary:GTEx/v8/Thyroid	7.649e-18	469
ENSG00000127580	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	5.889	1.202e-11	469	NA	NA	NA	NA
ENSG00000103254	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1.563	1.287e-11	469	17	GTEx/v8/Skin_Sun_Exposed_Lower_leg	7.649e-18	469
ENSG00000149927	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	2.408e-10	478	NA	NA	NA	NA
ENSG00000205078	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	11.27	4.43e-19	490	NA	NA	NA	NA
ENSG00000140873	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	23.2	1.946e-08	490	NA	NA	NA	NA
ENSG00000196628	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	14.22	1.235e-14	516	NA	NA	NA	NA
ENSG00000186020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.001	2.862e-12	525	NA	NA	NA	NA
ENSG00000171574	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	8.546	4.706e-09	530	61	GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia	4.289e-10	530
ENSG00000083838	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	7.689	7.534e-10	530	NA	NA	NA	NA
ENSG00000099326	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	12.56	1.562e-08	530	61	GTEx/v8/Cells_Cultured_fibroblasts	4.289e-10	530
ENSG00000124201	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	23.8	3.574e-08	539	NA	NA	NA	NA
ENSG00000100393	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	3.227	3.607e-18	550	627	PsychENCODE_eQTLs:eQTLGen_cis_eQTLs:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic	5.087e-19	550
ENSG00000184208	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	22.6	4.791e-09	550	NA	NA	NA	NA
ENSG00000100197	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	24.9	1.046e-09	550	NA	NA	NA	NA
ENSG00000100207	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.049	4.684e-09	550	NA	NA	NA	NA
ENSG00000163125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	131	PsychENCODE_eQTLs:eQTLGen_cis_eQTLs:GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Colon_Transverse:GTEx/v8/Lung:GTEx/v8/Muscle_Skeletal:GTEx/v8/Testis:GTEx/v8/Whole_Blood	1.79e-09	28
ENSG00000115947	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	49	PsychENCODE_eQTLs:GTEx/v8/Muscle_Skeletal	7.983e-10	76
ENSG00000144283	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	159	PsychENCODE_eQTLs	5.342e-16	77
ENSG00000144560	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	76	PsychENCODE_eQTLs	1.31e-10	100
ENSG00000163788	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43	PsychENCODE_eQTLs	4.864e-13	105
ENSG00000114416	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	PsychENCODE_eQTLs	1.492e-11	133
ENSG00000164024	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	62	PsychENCODE_eQTLs:GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Tibial:GTEx/v8/Esophagus_Gastroesophageal_Junction:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic	5.985e-10	152
ENSG00000086200	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35	PsychENCODE_eQTLs	3.777e-14	169
ENSG00000183775	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31	PsychENCODE_eQTLs	5.415e-10	192
ENSG00000169220	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34	PsychENCODE_eQTLs	1.082e-08	200
ENSG00000160867	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	64	PsychENCODE_eQTLs:eQTLGen_cis_eQTLs	1.082e-08	200
ENSG00000189298	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	PsychENCODE_eQTLs	5.906e-09	207
ENSG00000083097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	PsychENCODE_eQTLs:eQTLGen_cis_eQTLs	2.124e-08	221
ENSG00000135333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	65	PsychENCODE_eQTLs	2.736e-11	223
ENSG00000112530	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	185	PsychENCODE_eQTLs:GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Adrenal_Gland:GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Coronary:GTEx/v8/Artery_Tibial:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Colon_Sigmoid:GTEx/v8/Colon_Transverse:GTEx/v8/Esophagus_Gastroesophageal_Junction:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Lung:GTEx/v8/Nerve_Tibial:GTEx/v8/Ovary:GTEx/v8/Pituitary:GTEx/v8/Prostate:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Stomach:GTEx/v8/Thyroid:GTEx/v8/Uterus	1.807e-11	231
ENSG00000120913	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	44	PsychENCODE_eQTLs:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Testis:GTEx/v8/Thyroid	7.442e-09	273
ENSG00000241852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	44	PsychENCODE_eQTLs:eQTLGen_cis_eQTLs:GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Adrenal_Gland:GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Coronary:GTEx/v8/Artery_Tibial:GTEx/v8/Brain_Amygdala:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Cells_EBV-transformed_lymphocytes:GTEx/v8/Colon_Transverse:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Lung:GTEx/v8/Muscle_Skeletal:GTEx/v8/Nerve_Tibial:GTEx/v8/Pancreas:GTEx/v8/Pituitary:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Testis:GTEx/v8/Thyroid:GTEx/v8/Whole_Blood	7.442e-09	273
ENSG00000147419	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	PsychENCODE_eQTLs:eQTLGen_cis_eQTLs:GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adrenal_Gland:GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Tibial:GTEx/v8/Brain_Amygdala:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Brain_Spinal_cord_cervical_c-1:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Colon_Transverse:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Liver:GTEx/v8/Muscle_Skeletal:GTEx/v8/Nerve_Tibial:GTEx/v8/Pancreas:GTEx/v8/Testis:GTEx/v8/Whole_Blood	1.489e-08	275
ENSG00000029534	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27	PsychENCODE_eQTLs:GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Colon_Sigmoid:GTEx/v8/Colon_Transverse	1.28e-08	280
ENSG00000136891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	PsychENCODE_eQTLs	3.481e-08	319
ENSG00000041982	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	67	PsychENCODE_eQTLs:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Liver	2.395e-11	320
ENSG00000107863	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	66	PsychENCODE_eQTLs	1.199e-12	335
ENSG00000181915	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	89	PsychENCODE_eQTLs:eQTLGen_cis_eQTLs:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Muscle_Skeletal:GTEx/v8/Testis:GTEx/v8/Whole_Blood	5.992e-10	339
ENSG00000148572	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	PsychENCODE_eQTLs	1.3e-08	339:340
ENSG00000148842	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	139	PsychENCODE_eQTLs:eQTLGen_cis_eQTLs	5.268e-10	348
ENSG00000138172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	144	PsychENCODE_eQTLs:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Artery_Aorta:GTEx/v8/Brain_Cortex:GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Colon_Sigmoid:GTEx/v8/Colon_Transverse:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Muscle_Skeletal:GTEx/v8/Nerve_Tibial:GTEx/v8/Ovary:GTEx/v8/Pancreas:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Thyroid	6.722e-10	348
ENSG00000138111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18	PsychENCODE_eQTLs	6.722e-10	348
ENSG00000185933	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18	PsychENCODE_eQTLs	6.722e-10	348
ENSG00000156395	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	PsychENCODE_eQTLs	2.374e-11	351
ENSG00000170946	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	PsychENCODE_eQTLs	1.554e-08	365
ENSG00000025434	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	94	PsychENCODE_eQTLs	6.608e-11	368
ENSG00000165915	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	318	PsychENCODE_eQTLs:GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Artery_Aorta:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Esophagus_Gastroesophageal_Junction:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Lung:GTEx/v8/Nerve_Tibial:GTEx/v8/Testis	3.54e-16	368
ENSG00000166086	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	PsychENCODE_eQTLs	1.736e-10	383
ENSG00000139636	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	PsychENCODE_eQTLs:GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Tibial:GTEx/v8/Brain_Cerebellum:GTEx/v8/Esophagus_Gastroesophageal_Junction:GTEx/v8/Pituitary:GTEx/v8/Thyroid	4.288e-08	394
ENSG00000167553	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	PsychENCODE_eQTLs:eQTLGen_cis_eQTLs:GTEx/v8/Brain_Amygdala:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Brain_Spinal_cord_cervical_c-1	4.288e-08	394
ENSG00000253719	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	PsychENCODE_eQTLs:eQTLGen_cis_eQTLs	2.717e-08	400
ENSG00000110921	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	51	PsychENCODE_eQTLs	4.656e-12	404
ENSG00000100592	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18	PsychENCODE_eQTLs:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic	4.879e-09	437
ENSG00000103888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	PsychENCODE_eQTLs	6.359e-09	461
ENSG00000196678	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	57	PsychENCODE_eQTLs	1.236e-09	477
ENSG00000149932	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	119	PsychENCODE_eQTLs:GTEx/v8/Lung	2.346e-13	478
ENSG00000103485	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	PsychENCODE_eQTLs	2.082e-09	478
ENSG00000181625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	PsychENCODE_eQTLs	2.082e-09	478
ENSG00000152910	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	PsychENCODE_eQTLs	1.035e-08	490
ENSG00000103111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	383	PsychENCODE_eQTLs:eQTLGen_cis_eQTLs:GTEx/v8/Prostate	1.015e-22	490
ENSG00000171634	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	PsychENCODE_eQTLs	3.668e-08	505
ENSG00000127663	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	PsychENCODE_eQTLs:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic	1.594e-11	520
ENSG00000198182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	38	PsychENCODE_eQTLs	2.102e-13	525
ENSG00000213015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	PsychENCODE_eQTLs:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Testis:GTEx/v8/Thyroid	5.139e-13	529
ENSG00000249471	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	66	PsychENCODE_eQTLs:eQTLGen_cis_eQTLs:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Cells_EBV-transformed_lymphocytes:GTEx/v8/Nerve_Tibial	4.289e-10	530
ENSG00000130584	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	PsychENCODE_eQTLs:GTEx/v8/Thyroid	3.835e-08	543
ENSG00000100401	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	86	PsychENCODE_eQTLs	5.087e-19	550
ENSG00000100403	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	331	PsychENCODE_eQTLs	5.087e-19	550
ENSG00000100417	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	PsychENCODE_eQTLs	1.335e-09	550
ENSG00000100138	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	87	PsychENCODE_eQTLs	1.01e-09	550
ENSG00000183172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	61	PsychENCODE_eQTLs	9.537e-10	550
ENSG00000049245	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	eQTLGen_cis_eQTLs:GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adrenal_Gland:GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Coronary:GTEx/v8/Artery_Tibial:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Hippocampus:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Colon_Sigmoid:GTEx/v8/Colon_Transverse:GTEx/v8/Esophagus_Gastroesophageal_Junction:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Lung:GTEx/v8/Minor_Salivary_Gland:GTEx/v8/Muscle_Skeletal:GTEx/v8/Nerve_Tibial:GTEx/v8/Pancreas:GTEx/v8/Pituitary:GTEx/v8/Prostate:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Stomach:GTEx/v8/Testis:GTEx/v8/Thyroid	4.721e-09	2
ENSG00000198162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	80	eQTLGen_cis_eQTLs:GTEx/v8/Adipose_Subcutaneous	3.191e-13	27
ENSG00000143390	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	96	eQTLGen_cis_eQTLs	1.79e-09	28
ENSG00000113070	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	eQTLGen_cis_eQTLs	4.757e-08	189
ENSG00000184840	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	eQTLGen_cis_eQTLs	1.93e-09	200
ENSG00000204569	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	eQTLGen_cis_eQTLs	1.993e-14	207
ENSG00000147439	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	44	eQTLGen_cis_eQTLs:GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Artery_Aorta:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Colon_Transverse:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Lung:GTEx/v8/Minor_Salivary_Gland:GTEx/v8/Muscle_Skeletal:GTEx/v8/Ovary:GTEx/v8/Pancreas:GTEx/v8/Pituitary:GTEx/v8/Prostate:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Stomach:GTEx/v8/Testis:GTEx/v8/Thyroid:GTEx/v8/Whole_Blood	7.442e-09	273
ENSG00000158669	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	eQTLGen_cis_eQTLs:GTEx/v8/Cells_EBV-transformed_lymphocytes	1.28e-08	280
ENSG00000160563	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	52	eQTLGen_cis_eQTLs:GTEx/v8/Whole_Blood	2.137e-09	327
ENSG00000196358	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	52	eQTLGen_cis_eQTLs	2.137e-09	327
ENSG00000172247	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	334	eQTLGen_cis_eQTLs:GTEx/v8/Artery_Tibial:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Cells_EBV-transformed_lymphocytes:GTEx/v8/Muscle_Skeletal:GTEx/v8/Pancreas	3.54e-16	368
ENSG00000156599	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	121	eQTLGen_cis_eQTLs:GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Artery_Tibial:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Lung:GTEx/v8/Muscle_Skeletal:GTEx/v8/Nerve_Tibial:GTEx/v8/Spleen	1.339e-16	370
